,Unnamed: 0,Date,Country,Activity,Hemispheres,Months
2059,2059,09-Apr-2000,USA,Boogie boarding / wading,Hemisphere-N,apr
2060,2060,31-Mar-2000,USA,Fishing,Hemisphere-N,mar
2061,2061,30-Mar-2000,AUSTRALIA,Swimming,Hemisphere-S,mar
2062,2062,26-Mar-2000,USA,Boogie boarding,Hemisphere-N,mar
2063,2063,24-Mar-2000,USA,Surfing,Hemisphere-N,mar
2065,2065,14-Mar-2000,AUSTRALIA,Surfing,Hemisphere-S,mar
2066,2066,10-Mar-2000,AUSTRALIA,Rowing,Hemisphere-S,mar
2067,2067,09-Mar-2000,AUSTRALIA,Rowing,Hemisphere-S,mar
2069,2069,02-Mar-2000,AUSTRALIA,Swimming,Hemisphere-S,mar
2070,2070,Mar-2000,USA,Spearfishing,Hemisphere-N,mar
2071,2071,21-Feb-2000,USA,,Hemisphere-N,feb
2072,2072,19-Feb-2000,SOUTH AFRICA,Body surfing,Hemisphere-S,feb
2074,2074,03-Feb-2000,NEW ZEALAND,Surfing,Hemisphere-S,feb
2075,2075,01-Feb-2000,AUSTRALIA,Surfing,Hemisphere-S,feb
2079,2079,31-Dec-1999,NEW ZEALAND,Surfing,Hemisphere-S,dec
2080,2080,31-Dec-1999,NEW ZEALAND,Swimming,Hemisphere-S,dec
2081,2081,31-Dec-1999,NEW ZEALAND,Bathing,Hemisphere-S,dec
2083,2083,14-Dec-1999,USA,Scuba diving,Hemisphere-N,dec
2085,2085,02-Dec-1999,USA,Surfing,Hemisphere-N,dec
2086,2086,30-Nov-1999,USA,Surfing,Hemisphere-N,nov
2087,2087,23-Nov-1999,USA,Swimming,Hemisphere-N,nov
2088,2088,15-Nov-1999,USA,Surfing (sitting on his board),Hemisphere-N,nov
2089,2089,13 -Nov-1999,SOUTH AFRICA,Surfing,Hemisphere-S,nov
2093,2093,30-Oct-1999,USA,Body boarding,Hemisphere-N,oct
2094,2094,30-Oct-1999,USA,Body surfing,Hemisphere-N,oct
2095,2095,20-Oct-1999,USA,Surfing,Hemisphere-N,oct
2096,2096,01-Oct-1999,USA,"Surfing, lying on surfboard",Hemisphere-N,oct
2097,2097,29-Sep-1999,USA,Wading to shore after surfing,Hemisphere-N,sep
2099,2099,19-Sep-1999,USA,Kayaking,Hemisphere-N,sep
2101,2101,10-Sep-1999,USA,Wading,Hemisphere-N,sep
2102,2102,05-Sep-1999,USA,Surfing,Hemisphere-N,sep
2103,2103,04-Sep-1999,USA,Wading,Hemisphere-N,sep
2104,2104,04-Sep-1999,USA,Wading with surfboard,Hemisphere-N,sep
2105,2105,26-Aug-1999,USA,Surfing,Hemisphere-N,aug
2106,2106,24-Aug-1999,USA,Surfing,Hemisphere-N,aug
2108,2108,21-Aug-1999,USA,Surfing,Hemisphere-N,aug
2109,2109,16-Aug-1999,USA,Lying prone in 2' of water,Hemisphere-N,aug
2110,2110,05-Aug-1999,USA,Body surfing,Hemisphere-N,aug
2112,2112,29-Jul-1999,SOUTH AFRICA,Surfing,Hemisphere-S,jul
2113,2113,26-Jul-1999,USA,Swimming with dolphins,Hemisphere-N,jul
2114,2114,21-Jul-1999,USA,Surfing,Hemisphere-N,jul
2115,2115,15-Jul-1999,SOUTH AFRICA,Boogie boarding,Hemisphere-S,jul
2116,2116,06-Jul-1999,USA,,Hemisphere-N,jul
2117,2117,04-Jul-1999,USA,Wading in school of baitfish,Hemisphere-N,jul
2118,2118,03-Jul-1999,SOUTH AFRICA,Surfing,Hemisphere-S,jul
2119,2119,19-Jun-1999,USA,Adrift in a life jacket,Hemisphere-N,jun
2120,2120,17-Jun-1999,USA,Surfing,Hemisphere-N,jun
2121,2121,12-Jun-1999,USA,Swimming,Hemisphere-N,jun
2122,2122,09-Jun-1999,USA,Splashing / wading,Hemisphere-N,jun
2123,2123,29-May-1999,AUSTRALIA,Windsurfing,Hemisphere-S,may
2127,2127,01-Apr-1999,USA,Surfing,Hemisphere-N,apr
2130,2130,18-Mar-1999,USA,"Swimming, towing a kayak",Hemisphere-N,mar
2132,2132,14-Mar-1999,NEW ZEALAND,Fishing,Hemisphere-S,mar
2133,2133,08-Mar-1999,USA,Body surfing or body boarding,Hemisphere-N,mar
2134,2134,05-Mar-1999,USA,Swimming near pod of whales,Hemisphere-N,mar
2135,2135,26-Feb-1999,USA,Cruising,Hemisphere-N,feb
2136,2136,23-Feb-1999,AUSTRALIA,Surfing,Hemisphere-S,feb
2137,2137,03-Feb-1999,USA,Surfing,Hemisphere-N,feb
2139,2139,13-Jan-1999,SOUTH AFRICA,Paddle Skiing,Hemisphere-S,jan
2140,2140,01-Jan-1999,NEW ZEALAND,Inflatable boat,Hemisphere-S,jan
2145,2145,24-Dec-1998,USA,Surfing,Hemisphere-N,dec
2146,2146,22-Dec-1998,AUSTRALIA,Standing,Hemisphere-S,dec
2148,2148,18-Dec-1998,SOUTH AFRICA,Splashing,Hemisphere-S,dec
2149,2149,15-Dec-1998,AUSTRALIA,Surfing,Hemisphere-S,dec
2150,2150,21-Nov-1998,USA,Swimming,Hemisphere-N,nov
2151,2151,14-Nov-1998,USA,Surfing,Hemisphere-N,nov
2152,2152,11-Nov-1998,USA,Walking,Hemisphere-N,nov
2153,2153,05-Nov-1998,USA,Surfing,Hemisphere-N,nov
2156,2156,24-Oct-1998,USA,Swimming,Hemisphere-N,oct
2157,2157,18-Oct-1998,SOUTH AFRICA,Surfing,Hemisphere-S,oct
2158,2158,10-Oct-1998,USA,Surfing,Hemisphere-N,oct
2161,2161,01-Oct-1998,USA,,Hemisphere-N,oct
2162,2162,27-Sep-1998,USA,Surfing,Hemisphere-N,sep
2163,2163,22-Sep-1998,USA,Surfing,Hemisphere-N,sep
2165,2165,14-Sep-1998,USA,Surfing,Hemisphere-N,sep
2167,2167,30-Aug-1998,USA,Surfing,Hemisphere-N,aug
2169,2169,26-Aug-1998,USA,Boogie boarding,Hemisphere-N,aug
2172,2172,13-Aug-1998,USA,Body-boarding,Hemisphere-N,aug
2173,2173,12-Aug-1998,SOUTH AFRICA,Moving a shark in a net ,Hemisphere-S,aug
2174,2174,01-Aug-1998,SOUTH AFRICA,Surfing (or body boarding),Hemisphere-S,aug
2175,2175,01-Aug-1998,SOUTH AFRICA,Spearfishing,Hemisphere-S,aug
2177,2177,25-Jul-1998,USA,Surfing,Hemisphere-N,jul
2178,2178,06-Jul-1998,SOUTH AFRICA,Wading,Hemisphere-S,jul
2179,2179,11-Jul-1998,SOUTH AFRICA,Surfing,Hemisphere-S,jul
2180,2180,06-Jul-1998,SOUTH AFRICA,Surfing,Hemisphere-S,jul
2181,2181,28-Jun-1998,AUSTRALIA,Free diving for abalone,Hemisphere-S,jun
2182,2182,22-Jun-1998,SOUTH AFRICA,Body Boarding,Hemisphere-S,jun
2183,2183,08-Jun-1998,USA,Surfing,Hemisphere-N,jun
2184,2184,05-Jun-1998,SOUTH AFRICA,Surfing,Hemisphere-S,jun
2185,2185,30-May-1998,SOUTH AFRICA,Surfing,Hemisphere-S,may
2186,2186,29-May-1998,SOUTH AFRICA,Body boarding,Hemisphere-S,may
2187,2187,29-May-1998,SOUTH AFRICA,Body boarding,Hemisphere-S,may
2188,2188,25-May-1998,USA,Surfing,Hemisphere-N,may
2189,2189,16-May-1998,USA,Swimming,Hemisphere-N,may
2190,2190,16-May-1998,USA,Swimming / surfing,Hemisphere-N,may
2191,2191,16-May-1998,SOUTH AFRICA,Body boarding,Hemisphere-S,may
2193,2193,21-Apr-1998,USA,Surfing (lying prone on his board),Hemisphere-N,apr
2194,2194,17-Apr-1998,USA,Scuba diving,Hemisphere-N,apr
2197,2197,31-Mar-1998,USA,Swimming,Hemisphere-N,mar
2198,2198,15-Mar-1998,SOUTH AFRICA,Snorkeling â hunting crayfish and abalone,Hemisphere-S,mar
2199,2199,08-Mar-1998,USA,Swimming or paddle boarding,Hemisphere-N,mar
2200,2200,23-Feb-1998,USA,Swimming,Hemisphere-N,feb
2204,2204,25-Jan-1998,SOUTH AFRICA,Surfing,Hemisphere-S,jan
2205,2205,17-Jan-1998,AUSTRALIA,Surfing,Hemisphere-S,jan
2210,2210,28-Dec-1997,SOUTH AFRICA,Spearfishing,Hemisphere-S,dec
2211,2211,28-Dec-1997,SOUTH AFRICA,Sitting on surfboard,Hemisphere-S,dec
2212,2212,25-Dec-1997,USA,,Hemisphere-N,dec
2213,2213,25-Dec-1997,USA,Swimming,Hemisphere-N,dec
2214,2214,09-Nov-1997,AUSTRALIA,Scuba diving (submerged riding a scooter),Hemisphere-S,nov
2216,2216,05-Nov-1997,AUSTRALIA,Unknown,Hemisphere-S,nov
2217,2217,28-Oct-1997,AUSTRALIA,Surf-skiing,Hemisphere-S,oct
2218,2218,28-Oct-1997,USA,Body boarding or surfing,Hemisphere-N,oct
2219,2219,24-Oct-1997,USA,Surfing,Hemisphere-N,oct
2220,2220,21-Oct-1997,USA,Surfing,Hemisphere-N,oct
2222,2222,04-Oct-1997,USA,Swimming,Hemisphere-N,oct
2224,2224,09-Sep-1997,USA,Surfing,Hemisphere-N,sep
2225,2225,08-Sep-1997,USA,Surfing,Hemisphere-N,sep
2226,2226,06-Sep-1997,USA,Surfing,Hemisphere-N,sep
2227,2227,30-Aug-1997,USA,Surfing,Hemisphere-N,aug
2228,2228,27-Aug-1997,USA,Walking / surfing,Hemisphere-N,aug
2229,2229,24-Aug-1997,USA,Surfing (sitting on his board),Hemisphere-N,aug
2232,2232,11-Aug-1997,USA,Floating on raft,Hemisphere-N,aug
2235,2235,10-Aug-1997,USA,Boogie boarding,Hemisphere-N,aug
2236,2236,09-Aug-1997,USA,Surfing,Hemisphere-N,aug
2237,2237,05-Aug-1997,USA,Wading,Hemisphere-N,aug
2238,2238,04-Aug-1997,USA,Wade-fishing,Hemisphere-N,aug
2239,2239,02-Aug-1997,USA,Body surfing,Hemisphere-N,aug
2240,2240,02-Aug-1997,USA,Wading / Surfing,Hemisphere-N,aug
2241,2241,27-Jul-1997,AUSTRALIA,Surfing,Hemisphere-S,jul
2242,2242,21-Jul-1997,SOUTH AFRICA,Surfing,Hemisphere-S,jul
2244,2244,14-Jul-1997,USA,Standing,Hemisphere-N,jul
2247,2247,24-Jun-1997,USA,Spearfishing / night diving,Hemisphere-N,jun
2249,2249,09-Jun-1997,USA,Surfing,Hemisphere-N,jun
2251,2251,02-Jun-1997,USA,"Body surfing, stood up on sandbar",Hemisphere-N,jun
2252,2252,31-May-1997,USA,Spearfishing,Hemisphere-N,may
2253,2253,31-May-1997,USA,Surfing,Hemisphere-N,may
2254,2254,31-May-1997,USA,Surfing,Hemisphere-N,may
2258,2258,28-Feb-1997,AUSTRALIA,Swimming,Hemisphere-S,feb
2259,2259,28-Feb-1997,AUSTRALIA,Scuba diving,Hemisphere-S,feb
2260,2260,21-Feb-1997,USA,,Hemisphere-N,feb
2262,2262,03-Feb-1997,AUSTRALIA,Rowing ,Hemisphere-S,feb
2263,2263,25-Jan-1997,AUSTRALIA,Snorkeling,Hemisphere-S,jan
2264,2264,20-Jan-1997,AUSTRALIA,Windsurfing,Hemisphere-S,jan
2266,2266,01-Jan-1997,AUSTRALIA,Watching seals,Hemisphere-S,jan
2267,2267,29-Dec-1996,AUSTRALIA,Surfing,Hemisphere-S,dec
2268,2268,10-Dec-1996,SOUTH AFRICA,Surfing,Hemisphere-S,dec
2271,2271,29-Nov-1996,USA,Surfing,Hemisphere-N,nov
2272,2272,18-Nov-1996,USA,Surfing,Hemisphere-N,nov
2276,2276,05-Oct-1996,USA,Surfing,Hemisphere-N,oct
2277,2277,03-Oct-1996,USA,Surfing,Hemisphere-N,oct
2278,2278,03-Oct-1996,USA,Surfing,Hemisphere-N,oct
2280,2280,18-Sep-1996,USA,Swimming,Hemisphere-N,sep
2281,2281,06-Sep-1996,NEW ZEALAND,Diving for abalone,Hemisphere-S,sep
2282,2282,06-Sep-1996,USA,Surfing / Swimming,Hemisphere-N,sep
2283,2283,02-Sep-1996,USA,Standing,Hemisphere-N,sep
2284,2284,02-Sep-1996,USA,Sitting on surfboard,Hemisphere-N,sep
2285,2285,01-Sep-1996,USA,Boogie boarding,Hemisphere-N,sep
2286,2286,01-Sep-1996,SOUTH AFRICA,Spearfishing,Hemisphere-S,sep
2287,2287,29-Aug-1996,USA,Body Boarding,Hemisphere-N,aug
2288,2288,13-Aug-1996,USA,Free diving for abalone,Hemisphere-N,aug
2289,2289,11-Aug-1996,USA,Wade fishing,Hemisphere-N,aug
2290,2290,26-Jul-1996,USA,Standing,Hemisphere-N,jul
2293,2293,21-Jul-1996,USA,Swimming,Hemisphere-N,jul
2294,2294,20-Jul-1996,USA,Swimming,Hemisphere-N,jul
2295,2295,14-Jul-1996,USA,,Hemisphere-N,jul
2296,2296,10-Jul-1996,USA,,Hemisphere-N,jul
2297,2297,04-Jul-1996,USA,Standing,Hemisphere-N,jul
2299,2299,25-Jun-1996,USA,Body surfing,Hemisphere-N,jun
2300,2300,06-Jun-1996,AUSTRALIA,Surfing,Hemisphere-S,jun
2301,2301,04-Jun-1996,SOUTH AFRICA,Surfing,Hemisphere-S,jun
2302,2302,28-May-1996,SOUTH AFRICA,Surfing,Hemisphere-S,may
2303,2303,24-May-1996,AUSTRALIA,Tech diving ,Hemisphere-S,may
2304,2304,18-May-1996,USA,Surfing,Hemisphere-N,may
2306,2306,07-May-1996,USA,Surfing,Hemisphere-N,may
2307,2307,28-Apr-1996,USA,,Hemisphere-N,apr
2308,2308,25-Apr-1996,AUSTRALIA,Swimming,Hemisphere-S,apr
2309,2309,25-Apr-1996,AUSTRALIA,Swimming,Hemisphere-S,apr
2311,2311,05-Mar-1996,AUSTRALIA,Swimming breast stoke,Hemisphere-S,mar
2312,2312,Mar-1996,AUSTRALIA,Fishing in knee-deep water,Hemisphere-S,mar
2313,2313,26-Feb-1996,AUSTRALIA,Dived naked into the water on a bet,Hemisphere-S,feb
2315,2315,09-Feb-1996,PAPUA NEW GUINEA,,Hemisphere-S,feb
2316,2316,09-Feb-1996,PAPUA NEW GUINEA,,Hemisphere-S,feb
2317,2317,09-Feb-1996,PAPUA NEW GUINEA,Diving ,Hemisphere-S,feb
2319,2319,04-Feb-1996,AUSTRALIA,Swimming,Hemisphere-S,feb
2320,2320,23-Jan-1996,USA,Wading,Hemisphere-N,jan
2321,2321,22-Jan-1996,AUSTRALIA,Swimming,Hemisphere-S,jan
2322,2322,16-Jan-1996,USA,Swimming with mask & snorkel,Hemisphere-N,jan
2323,2323,14-Jan-1996,AUSTRALIA,,Hemisphere-S,jan
2324,2324,12-Jan-1996,AUSTRALIA,Chumming for sharks,Hemisphere-S,jan
2328,2328,18-Dec-1995,USA,,Hemisphere-N,dec
2329,2329,11-Nov-1995,NEW ZEALAND,"Diving, gathering shellfish",Hemisphere-S,nov
2330,2330,25-Nov-1995,USA,,Hemisphere-N,nov
2332,2332,17-Nov-1995,AUSTRALIA,,Hemisphere-S,nov
2334,2334,21-Oct-1995,USA,Surfing,Hemisphere-N,oct
2335,2335,11-Oct-1995,AUSTRALIA,Playing / standing,Hemisphere-S,oct
2336,2336,01-Oct-1995,USA,Surfing,Hemisphere-N,oct
2337,2337,30-Sep-1995,USA,Surfing,Hemisphere-N,sep
2338,2338,30-Sep-1995,USA,Surfing,Hemisphere-N,sep
2339,2339,28-Sep-1995,USA,Windsurfing,Hemisphere-N,sep
2340,2340,19-Sep-1995,USA,Surfing,Hemisphere-N,sep
2341,2341,17-Sep-1995,USA,Swimming,Hemisphere-N,sep
2343,2343,13-Sep-1995,USA,Scuba diving,Hemisphere-N,sep
2344,2344,11-Sep-1995,AUSTRALIA,Abalone diving using Hookah (near calving whales),Hemisphere-S,sep
2345,2345,03-Sep-1995,USA,Abalone diving using Hookah (resting on the surface),Hemisphere-N,sep
2346,2346,03-Sep-1995,USA,Swimming,Hemisphere-N,sep
2347,2347,31-Aug-1995,USA,Surfing,Hemisphere-N,aug
2348,2348,31-Aug-1995,USA,On a float,Hemisphere-N,aug
2350,2350,26-Aug-1995,USA,Surfing,Hemisphere-N,aug
2351,2351,26-Aug-1995,USA,Surfing,Hemisphere-N,aug
2352,2352,25-Aug-1995,USA,Swimming,Hemisphere-N,aug
2353,2353,22-Aug-1995,USA,Swimming ,Hemisphere-N,aug
2354,2354,22-Aug-1995,USA,Surfing,Hemisphere-N,aug
2355,2355,21-Aug-1995,USA,Diving,Hemisphere-N,aug
2357,2357,15-Aug-1995,USA,Wading,Hemisphere-N,aug
2358,2358,13-Aug-1995,USA,Swimming,Hemisphere-N,aug
2359,2359,10-Aug-1995,USA,Surfing,Hemisphere-N,aug
2360,2360,10-Aug-1995,USA,"""Riding waves on a board""",Hemisphere-N,aug
2361,2361,07-Aug-1995,USA,Body boarding,Hemisphere-N,aug
2363,2363,Aug-1995,USA,Diving,Hemisphere-N,aug
2364,2364,28-Jul-1995,USA,Surfing,Hemisphere-N,jul
2365,2365,28-Jul-1995,USA,Surfing,Hemisphere-N,jul
2366,2366,28-Jul-1995,USA,Surfing,Hemisphere-N,jul
2367,2367,28-Jul-1995,USA,Standing,Hemisphere-N,jul
2368,2368,28-Jul-1995,USA,,Hemisphere-N,jul
2369,2369,24-Jul-1995,USA,Swimming,Hemisphere-N,jul
2370,2370,23-Jul-1995,USA,Body boarding,Hemisphere-N,jul
2372,2372,08-Nov-1984,SOUTH AFRICA,Surfing,Hemisphere-S,nov
2373,2373,06-Jul-1995,USA,Surfing,Hemisphere-N,jul
2374,2374,03-Jul-1995,USA,Fishing,Hemisphere-N,jul
2376,2376,30-Jun-1995,USA,Scuba diving (ascending using scooter),Hemisphere-N,jun
2377,2377,24-Jun-1995,USA,Kayaking,Hemisphere-N,jun
2378,2378,23-Jun-1995,USA,Playing / jumping,Hemisphere-N,jun
2379,2379,17-Jun-1995,USA,Surfing,Hemisphere-N,jun
2380,2380,17-Jun-1995,USA,Swimming,Hemisphere-N,jun
2381,2381,16-Jun-1995,USA,Swimming,Hemisphere-N,jun
2382,2382,14-Jun-1995,USA,Swimming,Hemisphere-N,jun
2386,2386,26-May-1995,USA,Surfing,Hemisphere-N,may
2388,2388,18-May-1995,AUSTRALIA,,Hemisphere-S,may
2390,2390,16-Apr-1995,USA,,Hemisphere-N,apr
2391,2391,13-Apr-1995,USA,,Hemisphere-N,apr
2392,2392,09-Apr-1995,AUSTRALIA,Diving,Hemisphere-S,apr
2394,2394,21-Mar-1995,AUSTRALIA,Surf skiing,Hemisphere-S,mar
2395,2395,11-Mar-1995,AUSTRALIA,Surfing,Hemisphere-S,mar
2397,2397,19-Feb-1995,SOUTH AFRICA,Swimming,Hemisphere-S,feb
2399,2399,24-Jan-1995,SOUTH AFRICA,Swimming,Hemisphere-S,jan
2405,2405,30-Dec-1994,SOUTH AFRICA,Body boarding,Hemisphere-S,dec
2406,2406,18-Dec-1994,USA,"Surfing, sitting on board",Hemisphere-N,dec
2410,2410,09-Dec-1994,AUSTRALIA,Murder victim,Hemisphere-S,dec
2411,2411,09-Dec-1994,USA,Commercial diver (submerged or treading water),Hemisphere-N,dec
2413,2413,25-Nov-1994,SOUTH AFRICA,Spearfishing,Hemisphere-S,nov
2414,2414,13-Nov-1994,USA,"Surfing, paddling seawards",Hemisphere-N,nov
2415,2415,06-Nov-1994,USA,Surfing,Hemisphere-N,nov
2418,2418,09-Oct-1994,USA,Wading,Hemisphere-N,oct
2419,2419,05-Oct-1994,USA,Surfing,Hemisphere-N,oct
2420,2420,26-Sep-1994,USA,Swimming,Hemisphere-N,sep
2421,2421,21-Sep-1994,USA,Surfing,Hemisphere-N,sep
2423,2423,05-Sep-1994,USA,Jumped off rocks into white water,Hemisphere-N,sep
2428,2428,09-Jul-1994,SOUTH AFRICA,Surfing,Hemisphere-S,jul
2429,2429,09-Jul-1994,SOUTH AFRICA,Surfing,Hemisphere-S,jul
2431,2431,08-Jul-1994,USA,Surfing,Hemisphere-N,jul
2433,2433,31-May-1994,USA,Surfing,Hemisphere-N,may
2434,2434,31-May-1994,USA,Surfing,Hemisphere-N,may
2435,2435,28-May-1994,USA,Spearfishing,Hemisphere-N,may
2436,2436,24-May-1994,USA,Wading,Hemisphere-N,may
2437,2437,23-May-1994,USA,Wading,Hemisphere-N,may
2438,2438,15-May-1994,USA,Surfing,Hemisphere-N,may
2442,2442,03-Apr-1994,USA,Freediving for seashells,Hemisphere-N,apr
2443,2443,02-Apr-1994,SOUTH AFRICA,Spearfishing,Hemisphere-S,apr
2446,2446,07-Mar-1994,USA,Removing shark from tank in nightclub ,Hemisphere-N,mar
2448,2448,27-Feb-1994,SOUTH AFRICA,Spearfishing,Hemisphere-S,feb
2449,2449,19-Feb-1994,USA,Surfing,Hemisphere-N,feb
2450,2450,13-Feb-1994,USA,Fishing,Hemisphere-N,feb
2451,2451,12-Feb-1994,SOUTH AFRICA,Surfing,Hemisphere-S,feb
2454,2454,31-Jan-1994,USA,Surfing,Hemisphere-N,jan
2455,2455,30-Jan-1994,SOUTH AFRICA,Windsurfing,Hemisphere-S,jan
2457,2457,09-Jan-1994,AUSTRALIA,"Swimming, after falling off towed kneeboard",Hemisphere-S,jan
2458,2458,03-Jan-1994,SOUTH AFRICA,Swimming ,Hemisphere-S,jan
2461,2461,Dec-1993,USA,Surfing,Hemisphere-N,dec
2462,2462,28-Nov-1993,USA,Swimming,Hemisphere-N,nov
2463,2463,21-Nov-1993,AUSTRALIA,Hookah diving,Hemisphere-S,nov
2464,2464,12-Nov-1993,USA,"Surfing, paddling shorewards",Hemisphere-N,nov
2466,2466,30-Oct-1993,USA,Surfing,Hemisphere-N,oct
2467,2467,26-Oct-1993,USA,Swimming,Hemisphere-N,oct
2468,2468,10-Oct-1993,USA,Kayaking,Hemisphere-N,oct
2469,2469,Oct-1993,USA,Surfing,Hemisphere-N,oct
2471,2471,26-Sep-1993,SOUTH AFRICA,Spearfishing,Hemisphere-S,sep
2474,2474,14-Sep-1993,USA,Wading,Hemisphere-N,sep
2475,2475,09-Sep-1993,USA,,Hemisphere-N,sep
2479,2479,19-Aug-1993,USA,"Surfing, paddling seawards",Hemisphere-N,aug
2480,2480,15-Aug-1993,USA,Watching the shark feeding on a dead pinniped,Hemisphere-N,aug
2481,2481,15-Aug-1993,USA,Riding floatation device,Hemisphere-N,aug
2482,2482,14-Aug-1993,AUSTRALIA,Fishing,Hemisphere-S,aug
2483,2483,12-Aug-1993,USA,Free diving for abalone (ascending),Hemisphere-N,aug
2486,2486,30-Jul-1993,SOUTH AFRICA,Surfing,Hemisphere-S,jul
2487,2487,07-Jul-1993,USA,Playing,Hemisphere-N,jul
2492,2492,10-Jun-1993,USA,Paddling on surfboard or body board,Hemisphere-N,jun
2493,2493,09-Jun-1993,AUSTRALIA,Scuba diving,Hemisphere-S,jun
2494,2494,05-Jun-1993,AUSTRALIA,Scuba diving at seal colony,Hemisphere-S,jun
2496,2496,Jun-1993,USA,Swimming,Hemisphere-N,jun
2499,2499,Apr-1993,AUSTRALIA,Spearfishing,Hemisphere-S,apr
2501,2501,22-Mar-1993,USA,Floating on his back,Hemisphere-N,mar
2503,2503,14-Mar-1993,USA,Paddling on surfboard,Hemisphere-N,mar
2504,2504,12-Mar-1993,USA,Free diving & spearfishing (ascending),Hemisphere-N,mar
2508,2508,04-Feb 1993,AUSTRALIA,Fishing,Hemisphere-S,feb
2510,2510,05-Jan-1993,AUSTRALIA,Spearfishing,Hemisphere-S,jan
2512,2512,02-Jan-1993,USA,Surfing,Hemisphere-N,jan
2517,2517,28-Dec-1992,USA,"Standing in waist-deep water, helping his father tend a gill net containing dead fish",Hemisphere-N,dec
2518,2518,23-Dec-1992,USA,Lying on surfboard,Hemisphere-N,dec
2519,2519,29-Nov-1992,USA,Spearfishing / free diving,Hemisphere-N,nov
2520,2520,25-Nov-1992,USA,Surfing,Hemisphere-N,nov
2521,2521,23-Nov-1992,USA,Surfing,Hemisphere-N,nov
2522,2522,14-Nov-1992,USA,Kayaking,Hemisphere-N,nov
2524,2524,11-Nov-1992,USA,Scuba diving (submerged),Hemisphere-N,nov
2525,2525,06-Nov-1992,USA,Surfing,Hemisphere-N,nov
2526,2526,05-Nov-1992,USA,Body boarding,Hemisphere-N,nov
2527,2527,29-Oct-1992,USA,Hookah diving for sea urchins,Hemisphere-N,oct
2528,2528,22-Oct-1992,USA,Surfing,Hemisphere-N,oct
2529,2529,15-Oct-1992,AUSTRALIA,Scuba diving,Hemisphere-S,oct
2531,2531,01-Oct-1992,AUSTRALIA,Surfing,Hemisphere-S,oct
2533,2533,13-Sep-1992,USA,Surfing,Hemisphere-N,sep
2534,2534,11-Sep-1992,USA,Standing,Hemisphere-N,sep
2536,2536,Sep-1992,USA,Surf fishing,Hemisphere-N,sep
2538,2538,25-Aug-1992,AUSTRALIA,Surfing,Hemisphere-S,aug
2539,2539,21-Aug-1992,USA,Fell from cliff while fishing & disappeared in strong current,Hemisphere-N,aug
2540,2540,18-Aug-1992,USA,Surfing,Hemisphere-N,aug
2541,2541,17-Aug-1992,USA,Snorkeling,Hemisphere-N,aug
2542,2542,Aug-1992,USA,Fisherman,Hemisphere-N,aug
2543,2543,23-Jul-1992,USA,"Zosimo & his son, Jeffrey Popa, failed to return from overnight fishing trip in a 14' boat, Boat apparently sank, debris recovered but his son & boat were never found",Hemisphere-N,jul
2544,2544,21-Jul-1992,USA,Standing,Hemisphere-N,jul
2552,2552,31-May-1992,USA,Scuba diving ,Hemisphere-N,may
2555,2555,24-Apr-1992,NEW ZEALAND,Snorkeling,Hemisphere-S,apr
2556,2556,09-Apr-1992,SOUTH AFRICA,Surfing,Hemisphere-S,apr
2557,2557,28-Mar-1992,USA,"Surfing, paddling seawards",Hemisphere-N,mar
2558,2558,10-Mar-1992,AUSTRALIA,Surfing,Hemisphere-S,mar
2561,2561,08-Mar-1992,USA,Surfing (sitting on his board),Hemisphere-N,mar
2562,2562,19-Feb-1992,USA,Body boarding,Hemisphere-N,feb
2564,2564,09-Feb-1992,AUSTRALIA,Surfing,Hemisphere-S,feb
2566,2566,29-Jan-1992,AUSTRALIA,Boogie boarding,Hemisphere-S,jan
2567,2567,23-Jan-1992,SOUTH AFRICA,Swimming ,Hemisphere-S,jan
2568,2568,08-Jan-1992,SOUTH AFRICA,Spearfishing,Hemisphere-S,jan
2573,2573,04-Dec-1991,USA,Hookah diving for sea urchins,Hemisphere-N,dec
2574,2574,26-Nov-1991,USA,Snorkeling,Hemisphere-N,nov
2575,2575,26-Nov-1991,USA,Snorkeling,Hemisphere-N,nov
2576,2576,19-Nov-1991,USA,"Fishing from rocks, swept out to sea by large wave & treading water",Hemisphere-N,nov
2577,2577,14-Nov-1991,USA,Fishing,Hemisphere-N,nov
2578,2578,Nov-1991,AUSTRALIA,Boogie boarding,Hemisphere-S,nov
2579,2579,12-Oct-1991,USA,Surfing,Hemisphere-N,oct
2580,2580,05-Oct-1991,USA,Surfing,Hemisphere-N,oct
2582,2582,08-Sep-1991,AUSTRALIA,Scuba diving,Hemisphere-S,sep
2583,2583,30-Aug-1991,AUSTRALIA,Finning the shark that bit him,Hemisphere-S,aug
2584,2584,26-Aug-1991,USA,Swimming,Hemisphere-N,aug
2585,2585,12-Aug-1991,USA,Wading,Hemisphere-N,aug
2586,2586,09-Aug-1991,USA,Fishing,Hemisphere-N,aug
2588,2588,27-Jul-1991,USA,Snorkeling,Hemisphere-N,jul
2589,2589,18-Jul-1991,USA,Swimming from makeshift raft  to life vest after fishing boat sank,Hemisphere-N,jul
2590,2590,07-Jul-1991,USA,Swimming,Hemisphere-N,jul
2592,2592,01-Jul-1991,USA,Surfing,Hemisphere-N,jul
2596,2596,26-Jun-1991,USA,Surfing,Hemisphere-N,jun
2597,2597,07-Jun-1991,USA,Swimming behind sailboat,Hemisphere-N,jun
