,Date,Country,Activity
2390,16-Apr-1995,USA,
2391,13-Apr-1995,USA,
2392,09-Apr-1995,AUSTRALIA,Diving
2393,09-Apr-1995,JAPAN,Scuba diving for bivalves
2394,21-Mar-1995,AUSTRALIA,Surf skiing
2395,11-Mar-1995,AUSTRALIA,Surfing
2396,05-Mar-1995,BRAZIL,Swimming
2397,19-Feb-1995,SOUTH AFRICA,Swimming
2398,Feb-1995,VENEZUELA,Wind surfing
2399,24-Jan-1995,SOUTH AFRICA,Swimming
2400,02-Jan-1995,BRAZIL,Surfing
2401,1995,SOUTH AFRICA,Diving
2402,1995,AUSTRALIA,Snorkeling
2403,1995,USA,Scuba diving
2404,1995,USA,
2405,30-Dec-1994,SOUTH AFRICA,Body boarding
2406,18-Dec-1994,USA,"Surfing, sitting on board"
2407,13-Dec-1994,BRAZIL,Surfing
2408,11-Dec-1994,BRAZIL,Surfing
2409,Reported      10-Dec-1994,VANUATU,
2410,09-Dec-1994,AUSTRALIA,Murder victim
2411,09-Dec-1994,USA,Commercial diver (submerged or treading water)
2412,01-Dec-1994,BRAZIL,Surfing
2413,25-Nov-1994,SOUTH AFRICA,Spearfishing
2414,13-Nov-1994,USA,"Surfing, paddling seawards"
2415,06-Nov-1994,USA,Surfing
2416,18-Oct-1994,BRAZIL,Surfing
2417,17-Oct-1994,BRAZIL,Surfing
2418,09-Oct-1994,USA,Wading
2419,05-Oct-1994,USA,Surfing
2420,26-Sep-1994,USA,Swimming
2421,21-Sep-1994,USA,Surfing
2422,Reported 11-Sep-1994,USA,Adrift on refugee raft
2423,05-Sep-1994,USA,Jumped off rocks into white water
2424,22-Aug-1994,JAPAN,
2425,24-Jul-1994,BRAZIL,Surfing
2426,09-Jul-1994,BRAZIL,Swimming
2427,09-Jul-1994,REUNION,Windsurfing
2428,09-Jul-1994,SOUTH AFRICA,Surfing
2429,09-Jul-1994,SOUTH AFRICA,Surfing
2430,08-Jul-1994,BRAZIL,Surfing
2431,08-Jul-1994,USA,Surfing
2432,24-Jun-1994,BAHAMAS,Spearfishing
2433,31-May-1994,USA,Surfing
2434,31-May-1994,USA,Surfing
2435,28-May-1994,USA,Spearfishing
2436,24-May-1994,USA,Wading
2437,23-May-1994,USA,Wading
2438,15-May-1994,USA,Surfing
2439,Reported 16-Apr-1994,USA,
2440,15-Apr-1994,REUNION,
2441,06-Apr-1994,BAHAMAS,Wading
2442,03-Apr-1994,USA,Freediving for seashells
2443,02-Apr-1994,SOUTH AFRICA,Spearfishing
2444,23-Mar-1994,CHILE,Swimming alongside NOAA research vessel Discoverer
2445,23-Mar-1994,CHILE,Swimming alongside NOAA research vessel Discoverer
2446,07-Mar-1994,USA,Removing shark from tank in nightclub 
2447,01-Mar-1994,BRAZIL,Surfing
2448,27-Feb-1994,SOUTH AFRICA,Spearfishing
2449,19-Feb-1994,USA,Surfing
2450,13-Feb-1994,USA,Fishing
2451,12-Feb-1994,SOUTH AFRICA,Surfing
2452,Feb-1994,NEW CALEDONIA,Fishing
2453,31-Jan-1994,BRAZIL,Swimming
2454,31-Jan-1994,USA,Surfing
2455,30-Jan-1994,SOUTH AFRICA,Windsurfing
2456,Reported 12-Jan-1994,AUSTRALIA,Fishing
2457,09-Jan-1994,AUSTRALIA,"Swimming, after falling off towed kneeboard"
2458,03-Jan-1994,SOUTH AFRICA,Swimming 
2459,Last incident of 1994 in Hong Kong,HONG KONG,Playing volleyball with friends
2460,1994,USA,Surfing
2461,Dec-1993,USA,Surfing
2462,28-Nov-1993,USA,Swimming
2463,21-Nov-1993,AUSTRALIA,Hookah diving
2464,12-Nov-1993,USA,"Surfing, paddling shorewards"
2465,Nov-1993,SOMALIA,Stamding
2466,30-Oct-1993,USA,Surfing
2467,26-Oct-1993,USA,Swimming
2468,10-Oct-1993,USA,Kayaking
2469,Oct-1993,USA,Surfing
2470,30-Sep-1993,SOMALIA,Swimming
2471,26-Sep-1993,SOUTH AFRICA,Spearfishing
2472,16-Sep-1993,EL SALVADOR,Surfing
2473,16-Sep-1993,EL SALVADOR,Surfing
2474,14-Sep-1993,USA,Wading
2475,09-Sep-1993,USA,
2476,03-Sep-1993,SPAIN,Swimming
2477,21-Aug-1993,BAHAMAS,Spearfishing
2478,Reported      19-Aug-1993,USA,Surfing
2479,19-Aug-1993,USA,"Surfing, paddling seawards"
2480,15-Aug-1993,USA,Watching the shark feeding on a dead pinniped
2481,15-Aug-1993,USA,Riding floatation device
2482,14-Aug-1993,AUSTRALIA,Fishing
2483,12-Aug-1993,USA,Free diving for abalone (ascending)
2484,Aug-1993,NEW CALEDONIA,Fishing for lobsters
2485,Aug-1993,EL SALVADOR,Oyster fishing
2486,30-Jul-1993,SOUTH AFRICA,Surfing
2487,07-Jul-1993,USA,Playing
2488,30-Jun-1993,BRAZIL,Swimming
2489,29-Jun-1993,REUNION,Body boarding
2490,11-Jun-1993,HONG KONG,Swimming
2491,11-Jun-1993,MEXICO,Scuba diving
2492,10-Jun-1993,USA,Paddling on surfboard or body board
2493,09-Jun-1993,AUSTRALIA,Scuba diving
2494,05-Jun-1993,AUSTRALIA,Scuba diving at seal colony
2495,01-Jun-1993,HONG KONG,Swimming
2496,Jun-1993,USA,Swimming
2497,Late May 1993,HONG KONG,
2498,May 1993,SOMALIA,Swimming
2499,Apr-1993,AUSTRALIA,Spearfishing
2500,27-Mar-1993,BRAZIL,Surfing
2501,22-Mar-1993,USA,Floating on his back
2502,17-Mar-1993,JAPAN,
2503,14-Mar-1993,USA,Paddling on surfboard
2504,12-Mar-1993,USA,Free diving & spearfishing (ascending)
2505,Mar-1993,NEW CALEDONIA,Swimming
2506,19-Feb-1993,TONGA,Sea disaster
2507,18-Feb-1993,TONGA,Sea disaster
2508,04-Feb 1993,AUSTRALIA,Fishing
2509,23-Jan-1993,BRAZIL,Body boarding
2510,05-Jan-1993,AUSTRALIA,Spearfishing
2511,04-Jan-1993,CARIBBEAN SEA,   
2512,02-Jan-1993,USA,Surfing
2513,Fall 1993,ANGOLA,Surfing
2514,Between May & Nov-1993,SOMALIA,
2515,1993,TONGA,Spearfishing
2516,1993,USA,Snorkeling
2517,28-Dec-1992,USA,"Standing in waist-deep water, helping his father tend a gill net containing dead fish"
2518,23-Dec-1992,USA,Lying on surfboard
2519,29-Nov-1992,USA,Spearfishing / free diving
2520,25-Nov-1992,USA,Surfing
2521,23-Nov-1992,USA,Surfing
2522,14-Nov-1992,USA,Kayaking
2523,Reported 12-Nov-1992,FIJI,Scuba diving
2524,11-Nov-1992,USA,Scuba diving (submerged)
2525,06-Nov-1992,USA,Surfing
2526,05-Nov-1992,USA,Body boarding
2527,29-Oct-1992,USA,Hookah diving for sea urchins
2528,22-Oct-1992,USA,Surfing
2529,15-Oct-1992,AUSTRALIA,Scuba diving
2530,11-Oct-1992,BRAZIL,Boogie boarding
2531,01-Oct-1992,AUSTRALIA,Surfing
2532,18-Sep-1992,BRAZIL,Body boarding
2533,13-Sep-1992,USA,Surfing
2534,11-Sep-1992,USA,Standing
2535,10-Sep-1992,BRAZIL,Swimming
2536,Sep-1992,USA,Surf fishing
2537,29-Aug-1992,BAHAMAS,"Snorkeling, carrying a speared fish in her hand"
2538,25-Aug-1992,AUSTRALIA,Surfing
2539,21-Aug-1992,USA,Fell from cliff while fishing & disappeared in strong current
2540,18-Aug-1992,USA,Surfing
2541,17-Aug-1992,USA,Snorkeling
2542,Aug-1992,USA,Fisherman
2543,23-Jul-1992,USA,"Zosimo & his son, Jeffrey Popa, failed to return from overnight fishing trip in a 14' boat, Boat apparently sank, debris recovered but his son & boat were never found"
2544,21-Jul-1992,USA,Standing
2545,08-Jul-1992,BRAZIL,Surfing
2546,08-Jul-1992,BRAZIL,Surfing
2547,28-Jun-1992,BRAZIL,Swimming
2548,28-Jun-1992,REUNION,Surfing
2549,19-Jun-1992,VANUATU,Swimming
2550,17-Jun-1992,JAPAN,Preparing to fish for jack-mackerel
2551,Jun-1992,REUNION,Diving
2552,31-May-1992,USA,Scuba diving 
2553,22-May-1992,REUNION,Surfing
2554,May 1992,MEXICO,Scuba diving & filming
2555,24-Apr-1992,NEW ZEALAND,Snorkeling
2556,09-Apr-1992,SOUTH AFRICA,Surfing
2557,28-Mar-1992,USA,"Surfing, paddling seawards"
2558,10-Mar-1992,AUSTRALIA,Surfing
2559,08-Mar-1992,JAPAN,Hookah diving for pen shells 
2560,08-Mar-1992,JAPAN,"Fishing for yellowtail, Seriola quinqueradiata"
2561,08-Mar-1992,USA,Surfing (sitting on his board)
2562,19-Feb-1992,USA,Body boarding
2563,14-Feb-1992,JAPAN,Diving for pen shells
2564,09-Feb-1992,AUSTRALIA,Surfing
2565,29-Jan-1992,REUNION,Spearfishing
2566,29-Jan-1992,AUSTRALIA,Boogie boarding
2567,23-Jan-1992,SOUTH AFRICA,Swimming 
2568,08-Jan-1992,SOUTH AFRICA,Spearfishing
2569,06-Jan-1992,MAURITIUS,Fishing
2570,03-Jan-1992,JAPAN,
2571,Jan-1992,JAPAN,
2572,1992,FIJI,
2573,04-Dec-1991,USA,Hookah diving for sea urchins
2574,26-Nov-1991,USA,Snorkeling
2575,26-Nov-1991,USA,Snorkeling
2576,19-Nov-1991,USA,"Fishing from rocks, swept out to sea by large wave & treading water"
2577,14-Nov-1991,USA,Fishing
2578,Nov-1991,AUSTRALIA,Boogie boarding
2579,12-Oct-1991,USA,Surfing
2580,05-Oct-1991,USA,Surfing
2581,19-Sep-1991,BAHAMAS,Spearfishing
2582,08-Sep-1991,AUSTRALIA,Scuba diving
2583,30-Aug-1991,AUSTRALIA,Finning the shark that bit him
2584,26-Aug-1991,USA,Swimming
2585,12-Aug-1991,USA,Wading
2586,09-Aug-1991,USA,Fishing
2587,30-Jul-1991,ITALY,Canoeing
2588,27-Jul-1991,USA,Snorkeling
2589,18-Jul-1991,USA,Swimming from makeshift raft  to life vest after fishing boat sank
2590,07-Jul-1991,USA,Swimming
2591,01-Jul-1991,REUNION,Surfing
2592,01-Jul-1991,USA,Surfing
2593,July 1991,USA,Boogie boarding
2594,29-Jun-1991,HONG KONG,
2595,28-Jun-1991,HONG KONG,Fishing
2596,26-Jun-1991,USA,Surfing
2597,07-Jun-1991,USA,Swimming behind sailboat
2598,07-Jun-1991,HONG KONG,Swimming 
2599,26-May-1991,USA,Sitting on surfboard
2600,19-May-1991,SOUTH AFRICA,Scuba diving
2601,24-Apr-1991,BRAZIL,Fishing
2602,16-Apr-1991,USA,Diving
2603,16-Apr-1991,USA,"Surfing, collided with shark"
2604,03-Apr-1991,USA,Sitting on surfboard
2605,03-Mar-1991,AUSTRALIA,Scuba diving
2606,24-Feb-1991,USA,Surfing
2607,12-Feb-1991,SOUTH AFRICA,Spearfishing
2608,19-Jan-1991,AUSTRALIA,Swimming
2609,09-Jan-1991,AUSTRALIA,Surf-skiing
2610,Jan-1991,AUSTRALIA,Surfing (or sailboarding)
2611,26-Dec-1990,SOUTH AFRICA,
2612,28-Nov-1990,AUSTRALIA,Swimming 
2613,03-Nov-1990,USA,Scuba diving (but on surface)
2614,01-Nov-1990,USA,Surfing
2615,30-Oct-1990,USA,Surfing
2616,30-Oct-1990,USA,Surfing
2617,27-Oct-1990,AUSTRALIA,Swimming
2618,25-Oct-1990,AUSTRALIA,Surfing
2619,20-Oct-1990,USA,Surfing
2620,15-Oct-1990,USA,Surfing
2621,12-Oct-1990,USA,Surfing
2622,15-Sep-1990,SOUTH AFRICA,Spearfishing
2623,08-Sep-1990,USA,"Free diving / spearfishing, from paddleboard & floating on the surface"
2624,05-Sep-1990,USA,Kayaking
2625,30-Aug-1990,USA,SCUBA diving
2626,28-Aug-1990,USA,Surfing
2627,19-Aug-1990,USA,Surfing
2628,19-Aug-1990,USA,Wade fishing
2629,22-Jul-1990,USA,Wading
2630,08-Jul-1990,USA,Surfing
2631,24-Jun-1990,SOUTH AFRICA,Scuba diving (but on surface)
2632,23-Jun-1990,BAHAMAS,Spearfishing
2633,13-May-1990,SOUTH AFRICA,Fishing
2634,10-May-1990,AUSTRALIA,Snorkeling
2635,10-May-1990,AUSTRALIA,"Snorkeling, possibly holding a fish"
2636,06-May-1990,SOUTH AFRICA,Resting on surfboard
2637,14-Apr-1990,SOUTH AFRICA,Lying on surfboard & paddling
2638,09-Apr-1990,AUSTRALIA,Surfing
2639,08-Apr-1990,AUSTRALIA,Free diving for trochus
2640,07-Apr-1990,AUSTRALIA,Surfing
2641,06-Apr-1990,AUSTRALIA,Surfing
2642,01-Apr-1990,USA,Sitting on surfboard
2643,24-Mar-1990,FIJI,Swimming
2644,05-Mar-1990,REUNION,Surfing
2645,17-Feb-1990,USA,Scuba diving & spearfishing
2646,05-Feb-1990,USA,Board sailing
2647,12-Jan-1990,USA,Surfing (sitting on his board)
2648,1990,USA,Surfing
2649,19-Dec-1989,USA,On board 51' fishing vessel One Ki
2650,03- Dec-1989,AUSTRALIA,
2651,02-Dec-1989,AUSTRALIA,Swimming
2652,22-Nov-1989,AUSTRALIA,Surfing
2653,18-Nov-1989,SOUTH AFRICA,Free diving & spearfishing
2654,12-Nov-1989,USA,"Wading, knocked down & swept away by large waves"
2655,02-Nov-1989,AUSTRALIA,Swimming in canal
2656,Reported 29-Oct-1989,AUSTRALIA,Swimming
2657,22-Oct-1989,AUSTRALIA,Surfing
2658,14-Oct-1989,USA,Scuba diving
2659,11-Oct-1989,USA,Surfing
2660,08-Oct-1989,USA,Diving
2661,01-Oct-1989,AUSTRALIA,Surfing
2662,17-Sep-1989,SOUTH AFRICA,Free diving
2663,13-Sep-1989,USA,"Fishing, stepped on hooked shark's head"
2664,10-Sep-1989,USA,Observing a shark feeding on a carcass of a humpback whale
2665,09-Sep-1989,USA,Hookah diving for abalone (descending)
2666,09-Sep-1989,USA,Surfing
2667,03-Sep-1989,USA,Filming 5' blue shark
2668,29-Aug-1989,AUSTRALIA,Feeding fish
2669,22-Aug-1989,USA,Swimming
2670,22-Aug-1989,SOUTH AFRICA,Surfing
2671,13-Aug-1989,AUSTRALIA,Surfing
2672,09-Aug-1989,BAHAMAS,Spearfishing
2673,Reported    06-Aug-1989,AUSTRALIA,Fishing for sharks
2674,27-Jul-1989,BERMUDA,Scuba diving
2675,20-Jul-1989,SOUTH AFRICA,Surfing
2676,19-Jul-1989,REUNION,Surfing
2677,14-Jul-1989,USA,Surfing
2678,07-Jul-1989,USA,Playing 
2679,29-Jun-1989,USA,Fell off surfboard 20' from shore
2680,17-Jun-1989,USA,Spearfishing
2681,06-Jun-1989,ITALY,Windsurfing (urinating on his board)
2682,05-Jun-1989,SOUTH AFRICA,Surfing
2683,03-Jun-1989,SOUTH AFRICA,Free diving
2684,Jun-1989,JAPAN,
2685,23-Apr-1989,USA,Swimming
2686,12-Apr-1989,USA,Surfing (lying prone on his board)
2687,09-Apr-1989,USA,
2688,03-Apr-1989,USA,Paddling on surfboard
2689,Apr-1989,USA,Paddling on surfboard
2690,09-Mar-1989,AUSTRALIA,Surfing
2691,04-Mar-1989,AUSTRALIA,Kayaking
2692,19-Feb-1989,SOUTH AFRICA,Fishing
2693,15-Feb-1989,SOUTH AFRICA,Windsurfing
2694,02-Feb-1989,ITALY,"Scuba diving, but swimming on surface"
2695,26-Jan-1989,USA,Kayaking
2696,26-Jan-1989,USA,Kayaking
2697,20-Jan-1989,USA,Body boarding
2698,20-Jan-1989,SOUTH AFRICA,Lifesaving drill
2699,08-Jan-1989,USA,Swimming in strong current with 3 others when he disappeared
2700,03-Jan-1989,AUSTRALIA,Surfing with dolphins
2701,1989,PAPUA NEW GUINEA,"Scuba diving, hand feeding sharks"
2702,1989,USA,Spearfishing using scuba & trailing a string of bleeding fish
2703,15-Dec-1988,CHILE,Skindiving
2704,08-Nov-1988,AUSTRALIA,"The Christie V sank on 11/6/1988, survivors were adrift on a dinghy"
2705,07-Nov-1988,AUSTRALIA,"The Christie V sank on 11/6/1988, survivors were adrift on a dinghy"
2706,24-Oct-1988,PHILIPPINES,The MV Dona Marilyn sank in Typhoon Unsang with the loss of 389 lives
2707,23-Oct-1988,USA,Surfing (sitting on his board)
2708,22-Oct-1988,AUSTRALIA,Surfing
2709,14-Oct-1988,USA,Surfing
2710,11-Oct-1988,USA,Surfing
2711,10-Oct-1988,USA,Surfing
2712,06-Oct-1988,AUSTRALIA,Surfing
2713,Oct-1988,USA,Wading
2714,28-Sep-1988,USA,Surfing
2715,13-Sep-1988,USA,Walking
2716,13-Sep-1988,USA,Snorkeling
2717,22-Aug-1988,USA,Diving in Sharkey's Reef restaurantâs aquarium
2718,22-Aug-1988,ITALY,
2719,19-Aug-1988,JAPAN,
2720,11-Aug-1988,USA,Surfing
2721,23-Jul-1988,BAHAMAS,Free diving & spearfishing 
2722,19-Jul-1988,BAHAMAS,Spearfishing on scuba
2723,17-Jul-1988,BAHAMAS,Diving
2724,11-Jul-1988,USA,Swimming
2725,04-Jul-1988,USA,Boogie boarding
2726,04-Jul-1988,BAHAMAS,Snorkeling
2727,Jul-1988,BAHAMAS,Spearfishing
2728,16-Jun-1988,SOUTH AFRICA,Spearfishing
2729,16-Jun-1988,USA,Scuba diving
2730,09-Jun-1988,USA,Sittting in water with his child
2731,05-Jun-1988,USA,Swimming
2732,01-Jun-1988,USA,Surfing
2733,27-May-1988,SOUTH KOREA,Shell diving
2734,10-May-1988,USA,Surfing
2735,04-May-1988,USA,Surfing / treading water
2736,28-Apr-1988,REUNION,pÃªcheur de bichiques
2737,24-Apr-1988,USA,Surfing
2738,15-Apr-1988,USA,Swimming
2739,15-Apr-1988,USA,Onboard 21' powerboat that capsized in rough seas
2740,14-Apr-1988,USA,Surfing
2741,14-Apr-1988,USA,Windsurfing
2742,10-Apr-1988,SOUTH AFRICA,
2743,31-Mar-1988,USA,Standing 
2744,25-Mar-1988,USA,Body surfing
2745,16-Mar-1988,SOUTH AFRICA,Surfing
2746,14-Mar-1988,REUNION,Surfing
2747,15-Feb-1988,SOUTH AFRICA,
2748,14-Feb-1988,SOUTH AFRICA,Surfing
2749,13-Feb-1988,SOUTH AFRICA,Lying atop surfboard
2750,12-Feb-1988,AUSTRALIA,Drift fishing
2751,02-Feb-1988,Fiji,Diving
2752,27-Jan-1988,SOUTH AFRICA,Surfing
2753,21-Jan-1988,AUSTRALIA,Fell overboard  from the Taiwanese fishing trawler Lien Cheng Feu 
2754,14-Jan-1988,USA,Fishing
2755,06-Jan-1988,SOUTH AFRICA,Attempting to lasso shark's tail
2756,Reported      05-Jan-1988,SOUTH AFRICA,"Returning to shore, collided with shark"
2757,1988,AUSTRALIA,Surfing
2758,20-Dec-1987,PHILIPPINES,Ferry boat Dona Paz with 4431 passengers exploded & caught fire when she collided with an  oil tanker
2759,17-Dec-1987,USA,Surfing
2760,13-Dec-1987,AUSTRALIA,
2761,21-Nov-1987,USA,Surfing
2762,Nov-1987,SOUTH AFRICA,
2763,26-Oct-1987,USA,Surfing
2764,25-Oct-1987,SOUTH AFRICA,Boogie boarding
2765,11-Oct-1987,SOUTH AFRICA,Spearfishing
2766,06-Oct-1987,DOMINICAN REPUBLIC,"Vessel caught fire & capsized, survivors in the water"
2767,18-Sep-1987,AUSTRALIA,Scuba Diving for scallops
2768,13-Sep-1987,SOUTH AFRICA,Surfing
2769,20-Aug-1987,USA,Wading
2770,15-Aug-1987,USA,Surfing (sitting on his board)
2771,21-Jul-1987,USA,Surfing
2772,12-Jul-1987,USA,Body surfing
2773,12-Jul-1987,USA,Wading
2774,11-Jul-1987,USA,Dropping anchor
2775,09-Jul-1987,BAHAMAS,Snorkeling
2776,Jul-1987,BAHAMAS,Spearfishing
2777,13-Jun-1987,USA,Fishing
2778,25-May-1987,USA,
2779,08-May-1987,USA,Surfing
2780,06-May-1987,AUSTRALIA,Fishing
2781,19-Apr-1987,SOUTH AFRICA,Fishing
2782,18-Apr-1987,USA,Swimming
2783,15-Apr-1987,USA,Swimming from shore to anchored sailboat
2784,01-Apr-1987,VANUATU,Swimming
2785,30-Mar-1987,AUSTRALIA,Surfing
2786,30-Mar-1987,SOUTH AFRICA,
2787,28-Feb-1987,USA,Windsurfing
2788,19-Feb-1987,SOLOMON ISLANDS,The inter-island ferry Vula sank in heavy weather
2789,28-Jan-1987,SOUTH AFRICA,Spearfishing
2790,06-Jan-1987,AUSTRALIA,Swimming
2791,1987,MONTENEGRO,Jumped into the water from a cliff
2792,1987,ITALY,Boat
2793,31-Dec-1986,SOUTH AFRICA,Spearfishing
2794,22-Dec-1986,SOUTH AFRICA,Body boarding
2795,11-Dec-1986,USA,Surfing
2796,06-Dec-1986,BAHAMAS,Adrift after ditching plane in the sea
2797,06-Dec-1986,USA,Free diving  & spearfishing (submerged)
2798,04-Dec-1986,SOUTH AFRICA,Spearfishing
2799,Dec-1986,NEW CALEDONIA,Spearfishing
2800,30-Nov-1986,USA,Surfing
2801,19-Nov-1986,USA,Surfing
2802,04-Nov-1986,USA,Surfing
2803,17-Oct-1986,SOUTH AFRICA,NSB Meshing
2804,03-Oct-1986,USA,Swimming
2805,05-Oct-1986,SOUTH AFRICA,Racing ski
2806,01-Oct-1986,AUSTRALIA,
2807,Oct-1986,USA,Surfing
2808,Reported 22-Sep-1986,USA,
2809,Sep-1986,USA,Surfing
2810,Sep-1986,USA,Surfing
2811,19-Aug-1986,USA,Surfing
2812,10-Aug-1986,SOUTH AFRICA,Spearfishing
2813,03-Aug-1986,AUSTRALIA,Scuba diving
2814,Aug-1986,FRANCE,
2815,26-Jul-1986,AUSTRALIA,Fishing
2816,09-Jul-1986,USA,
2817,Jul-1986,SOUTH AFRICA,Spearfishing
2818,18-May-1986,AUSTRALIA,Scuba diving
2819,15-May-1986,SOUTH KOREA,Shell diving
2820,20-Apr-1986,USA,"Fishing, fell from rocks & disappeared"
2821,Apr-1986,SPAIN,Diving
2822,18-Mar-1986,SPAIN,Windsurfing
2823,15-Mar-1986,SOUTH AFRICA,Treading water
2824,5-Mar-1986,SOUTH AFRICA,Surfing
2825,18-Feb-1986,SOUTH AFRICA,Surfing
2826,17-Feb-1986,SOUTH AFRICA,Surfing
2827,07-Feb-1986,SOUTH AFRICA,Swimming
2828,06-Feb-1986,SOUTH AFRICA,Spearfishing
2829,01-Feb-1986,AUSTRALIA,Surfing
2830,12-Jan-1986,USA,Surfing
2831,1986,USA,Surfing
2832,22-Dec-1985,SOUTH AFRICA,Surfing
2833,10-Dec-1985,USA,
2834,11-Nov-1985,AUSTRALIA,Fishing
2835,05-Nov-1985,USA,Boat
2836,03-Nov-1985,USA,Fishing
2837,24-Oct-1985,SOUTH AFRICA,Body boarding
2838,22-Oct-1985,USA,Hookah diving for abalone
2839,18-Oct-1985,USA,Body boarding
2840,12-Oct-1985,USA,Floating on inner tube after diving for lobster
2841,05-Oct-1985,USA,Fishing
2842,28-Sep-1985,USA,Free diving & spearfishing (descending)
2843,08-Sep-1985,SOUTH AFRICA,Swimming
2844,08-Sep-1985,USA,Scuba diving
2845,05-Sep-1985,USA,Swimming
2846,22-Aug-1985,USA,Wading
2847,20-Aug-1985,USA,Wading
2848,17-Aug-1985,USA,Scuba diving
2849,25-Jul-1985,USA,Wading
2850,25-Jul-1985,USA,Surfing
2851,21-Jul-1985,USA,Bottom fishing for lingcod & had hooked a fish
2852,19-Jul-1985,USA,Playing in knee-deep water
2853,Mid Jul-1985 or mid Jul-1986,ITALY,Snorkeling
2854,26-May-1985,USA,"Surfing, but lying prone on his board"
2855,08-May-1985,SOUTH AFRICA,Spearfishing
2856,16-Mar-1985,USA,Surfing
2857,03-Mar-1985,AUSTRALIA,Free diving for scallops
2858,18-Feb-1985,USA,Scuba Diving for lobster (at surface)
2859,03-Feb-1985,USA,Surfing
2860,27-Jan-1985,SOUTH AFRICA,Swimming
2861,18-Jan-1985,SOUTH AFRICA,
2862,17-Jan-1985,SOUTH AFRICA,Surfing
2863,16-Jan-1985,NEW ZEALAND,Investigating shark sighting
2864,04-Jan-1985,SOUTH AFRICA,Spearfishing
2865,Jan-1985,NEW CALEDONIA,Spearfishing
2866,Jan-1985,SOUTH AFRICA,Spearfishing
2867,1985,VANUATU,
2868,1985,IRAN,Fishing
2869,03-Dec-1984,ITALY,Boat
2870,30-Nov-1984,AUSTRALIA,Sailing on catamaran & fell into the water
2871,11-Nov-1984,USA,Surfing
2872,04-Nov-1984,USA,Spearfishing
2873,21-Oct-1984,USA,Swimming
2874,21-Oct-1984,USA,Surfing or body surfing
2875,17-Oct-1984,USA,Wading
2876,14-Oct-1984,USA,Surfing
2877,30-Sep-1984,USA,Surfing (sitting on his board)
2878,30-Sep-1984,USA,"Free diving , but surfacing"
2879,23-Sep-1984,USA,Surfing
2880,22-Sep-1984,USA,Swimming
2881,22-Sep-1984,USA,Surfing
2882,19-Sep-1984,USA,Swimming
2883,17-Sep-1984,USA,Wading
2884,15-Sep-1984,USA,Skindiving
2885,11-Sep-1984,MEXICO,Spearfishing
2886,24-Aug-1984,USA,Boat capsized?
2887,07-Aug-1984,INDONESIA,"Sea disaster, foundering of the cargo vessle M/V Dorolonda"
2888,24-Jul-1984,USA,Swimming
2889,24-Jul-1984,USA,Swimming
2890,22-Jul-1984,SOUTH AFRICA,Spearfishing
2891,01-Jul-1984,USA,"During a shark fishing tournament, the 18' Boatem was capsized by waves, throwing 3 men into the water"
2892,Jul-1984,SOUTH AFRICA,Spearfishing
2893,15-Jun-1984,SOUTH AFRICA,Surfing
2894,03-Jun-1984,USA,Towing her sister on plastic ski board
2895,03-Jun-1984,VANUATU,Swimming
2896,31-May-1984,SOUTH AFRICA,Spearfishing
2897,17-Mar-1984,SOMALIA,Murder
2898,14-Mar-1984,SOUTH AFRICA,Surfing
2899,10-Mar-1984,SOUTH AFRICA,Rowing
2900,01-Mar-1984,AUSTRALIA,
2901,18-Feb-1984,SOUTH AFRICA,Fishing
2902,17-Feb-1984,SOUTH AFRICA,Scuba diving
2903,12-Feb-1984,SOUTH AFRICA,
2904,11-Feb-1984,AUSTRALIA,Spearfishing
2905,05-Jan-1984,SOUTH AFRICA,Swimming
2906,04-Jan-1984,SOUTH AFRICA,
2907,1984,USA,Steinhart Aquarium
2908,1984,USA,Surfing
2909,30-Dec-1983,GREECE,Spearfishing
2910,25-Dec-1983,USA,Surfing
2911,24-Dec-1983,AUSTRALIA,Scuba diving for abalone
2912,22-Dec-1983,SOUTH AFRICA,Swimming
2913,21-Dec-1983,SOUTH AFRICA,Swimming
2914,07-Dec-1983,SOUTH AFRICA,
2915,21-Nov-1983,PHILIPPINES,Ferry boat sank
2916,Reported      10-Nov-1983,USA,Surfing
2917,10-Nov-1983,SOUTH AFRICA,Swimming
2918,17-Oct-1983,USA,Surfing
2919,13-Oct-1983,USA,Wading
2920,04-Sep-1983,USA,Standing
2921,20-Aug-1983,USA,Surfing
2922,20-Aug-1983,SOUTH AFRICA,Spearfishing
2923,15-Aug-1983,USA,Swimming
2924,13-Aug-1983,USA,Skindiving
2925,13-Aug-1983,USA,Diving
2926,06-Aug-1983,USA,Fishing
2927,26-Jul-1983,AUSTRALIA,Swimming from the New Venture 
2928,25-Jul-1983,AUSTRALIA,Swimming from the New Venture 
2929,25-Jul-1983,AUSTRALIA,14 m prawn trawler New Venture capsized  & sank in heavy seas Three people in the water
2930,15-Jul-1983,SOUTH AFRICA,Surfing
2931,12-Jul-1983,USA,Windsurfing
2932,08-Jul-1983,BAHAMAS,Spearfishing
2933,05-Jul-1983,USA,Floating on air mattress
2934,29-Jun-1983,USA,Swimming
2935,22-Jun-1983,BAHAMAS,Spearfishing
2936,20-Jun-1983,USA,Surfing & dangling foot in water amid baitfish
2937,15-Jun-1983,BAHAMAS,
2938,15-Jun-1983,ITALY,Scuba diving
2939,June 1983,BAHAMAS,Spearfishing
2940,31-May-1983,USA,Water-skiing
2941,24-May 1983,USA,Surfing
